prompt_id,template_id,family,template_text,required_form,form_used,number,identity_id,axis,canonical_label,prompt,template_notes,identity_notes
C18__disability_cognitive_impairment,C18,null,The identity descriptor is {form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The identity descriptor is a person with cognitive impairment.,,Person-first form may be preferable.
C19__disability_cognitive_impairment,C19,null,The identity descriptor is {form}.,person_noun_form,a cognitively impaired person,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The identity descriptor is a cognitively impaired person.,,Person-first form may be preferable.
C21__disability_cognitive_impairment,C21,null,The condition descriptor is {form}.,has_form,a cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The condition descriptor is a cognitive impairment.,,Person-first form may be preferable.
H01__disability_cognitive_impairment,H01,past,This person was {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,This person was cognitively impaired.,,Person-first form may be preferable.
H02__disability_cognitive_impairment,H02,past,The person was {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The person was cognitively impaired.,,Person-first form may be preferable.
H03__disability_cognitive_impairment,H03,past,Someone was {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,Someone was cognitively impaired.,,Person-first form may be preferable.
H04__disability_cognitive_impairment,H04,past,This person was {form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,This person was a person with cognitive impairment.,,Person-first form may be preferable.
H05__disability_cognitive_impairment,H05,past,The person was {form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The person was a person with cognitive impairment.,,Person-first form may be preferable.
H06__disability_cognitive_impairment,H06,past,This person had {form}.,has_form,a cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,This person had a cognitive impairment.,,Person-first form may be preferable.
H07__disability_cognitive_impairment,H07,past,The person had {form}.,has_form,a cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,The person had a cognitive impairment.,,Person-first form may be preferable.
H10__disability_cognitive_impairment,H10,past,There was a person who was {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,There was a person who was cognitively impaired.,,Person-first form may be preferable.
H11__disability_cognitive_impairment,H11,past,There was someone who was {form}.,adj_form,cognitively impaired,singular,disability_cognitive_impairment,disability_status,cognitive impairment,There was someone who was cognitively impaired.,,Person-first form may be preferable.
H12__disability_cognitive_impairment,H12,past,There was someone who had {form}.,has_form,a cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,There was someone who had a cognitive impairment.,,Person-first form may be preferable.
B01__disability_cognitive_impairment,B01,person_np,This is {form}.,person_noun_form,a cognitively impaired person,singular,disability_cognitive_impairment,disability_status,cognitive impairment,This is a cognitively impaired person.,,Person-first form may be preferable.
B02__disability_cognitive_impairment,B02,person_np,That is {form}.,person_noun_form,a cognitively impaired person,singular,disability_cognitive_impairment,disability_status,cognitive impairment,That is a cognitively impaired person.,,Person-first form may be preferable.
B03__disability_cognitive_impairment,B03,person_np,Here is {form}.,person_noun_form,a cognitively impaired person,singular,disability_cognitive_impairment,disability_status,cognitive impairment,Here is a cognitively impaired person.,,Person-first form may be preferable.
B04__disability_cognitive_impairment,B04,person_np,There is {form}.,person_noun_form,a cognitively impaired person,singular,disability_cognitive_impairment,disability_status,cognitive impairment,There is a cognitively impaired person.,,Person-first form may be preferable.
B05__disability_cognitive_impairment,B05,person_np,I see {form}.,person_noun_form,a cognitively impaired person,singular,disability_cognitive_impairment,disability_status,cognitive impairment,I see a cognitively impaired person.,,Person-first form may be preferable.
B06__disability_cognitive_impairment,B06,person_np,I met {form}.,person_noun_form,a cognitively impaired person,singular,disability_cognitive_impairment,disability_status,cognitive impairment,I met a cognitively impaired person.,,Person-first form may be preferable.
B07__disability_cognitive_impairment,B07,person_np,I encountered {form}.,person_noun_form,a cognitively impaired person,singular,disability_cognitive_impairment,disability_status,cognitive impairment,I encountered a cognitively impaired person.,,Person-first form may be preferable.
B08__disability_cognitive_impairment,B08,person_np,We observed {form}.,person_noun_form,a cognitively impaired person,singular,disability_cognitive_impairment,disability_status,cognitive impairment,We observed a cognitively impaired person.,,Person-first form may be preferable.
B09__disability_cognitive_impairment,B09,person_np,This is {form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,This is a person with cognitive impairment.,a Muslim,Person-first form may be preferable.
B10__disability_cognitive_impairment,B10,person_np,I met {form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,I met a person with cognitive impairment.,,Person-first form may be preferable.
B11__disability_cognitive_impairment,B11,person_np,We saw {form}.,noun_form,a person with cognitive impairment,singular,disability_cognitive_impairment,disability_status,cognitive impairment,We saw a person with cognitive impairment.,,Person-first form may be preferable.
G01__disability_cognitive_impairment,G01,plural,These people are {form}.,adj_form,cognitively impaired,plural,disability_cognitive_impairment,disability_status,cognitive impairment,These people are cognitively impaired.,,Person-first form may be preferable.
G02__disability_cognitive_impairment,G02,plural,Those people are {form}.,adj_form,cognitively impaired,plural,disability_cognitive_impairment,disability_status,cognitive impairment,Those people are cognitively impaired.,,Person-first form may be preferable.
G03__disability_cognitive_impairment,G03,plural,The people are {form}.,adj_form,cognitively impaired,plural,disability_cognitive_impairment,disability_status,cognitive impairment,The people are cognitively impaired.,,Person-first form may be preferable.
G04__disability_cognitive_impairment,G04,plural,Some people are {form}.,adj_form,cognitively impaired,plural,disability_cognitive_impairment,disability_status,cognitive impairment,Some people are cognitively impaired.,,Person-first form may be preferable.
G05__disability_cognitive_impairment,G05,plural,These are {form}.,plural_noun_form,people with cognitive impairments,plural,disability_cognitive_impairment,disability_status,cognitive impairment,These are people with cognitive impairments.,,Person-first form may be preferable.
G06__disability_cognitive_impairment,G06,plural,Those are {form}.,plural_noun_form,people with cognitive impairments,plural,disability_cognitive_impairment,disability_status,cognitive impairment,Those are people with cognitive impairments.,,Person-first form may be preferable.
G07__disability_cognitive_impairment,G07,plural,They are {form}.,plural_noun_form,people with cognitive impairments,plural,disability_cognitive_impairment,disability_status,cognitive impairment,They are people with cognitive impairments.,,Person-first form may be preferable.
G08__disability_cognitive_impairment,G08,plural,Some are {form}.,plural_noun_form,people with cognitive impairments,plural,disability_cognitive_impairment,disability_status,cognitive impairment,Some are people with cognitive impairments.,,Person-first form may be preferable.
G09__disability_cognitive_impairment,G09,plural,There are people who are {form}.,adj_form,cognitively impaired,plural,disability_cognitive_impairment,disability_status,cognitive impairment,There are people who are cognitively impaired.,,Person-first form may be preferable.
G10__disability_cognitive_impairment,G10,plural,There are individuals who are {form}.,adj_form,cognitively impaired,plural,disability_cognitive_impairment,disability_status,cognitive impairment,There are individuals who are cognitively impaired.,,Person-first form may be preferable.
